128.317398,637.823608,1,72704
128.317398,637.823608,1,73216
76.485397,635.294312,1,74240
98.863998,631.812988,1,74752
95.650398,642.291687,1,75776
82.393402,645.736328,1,76334
82.393402,645.736328,1,76919
67.051399,645.444580,1,77824
67.051399,645.444580,1,78848
67.051399,645.444580,1,79360
114.762802,647.170227,1,492
114.762802,647.170227,1,1516
114.762802,647.170227,1,2028
114.762802,647.170227,1,2553
114.762802,647.170227,1,3564
99.707199,658.111023,1,4076
99.707199,658.111023,0,5100
99.707199,658.111023,0,5612
100.135361,657.975891,0,6636
100.542114,657.847534,0,7148
100.928535,657.725586,0,8172
101.295631,657.609741,0,8684
101.997559,657.446716,0,9708
102.664383,657.291870,0,10220
103.297867,657.144775,0,11058
103.899681,657.005005,0,11756
104.471405,656.872253,0,12268
104.588196,657.230652,0,13292
104.699150,657.571106,0,13804
104.804558,657.894531,0,14319
104.904694,658.201843,0,15340
104.999825,658.493774,0,16264
106.131470,658.768677,0,16876
107.206528,659.029785,0,17703
108.227837,659.277832,0,18412
107.939995,659.622681,0,18924
107.666542,659.950317,0,19542
107.406769,660.261597,0,20460
107.159981,660.557251,0,21356
106.925529,660.838135,0,21996
1251.550415,647.318420,1,22508
1251.550415,647.318420,0,23532
1251.550415,647.318420,1,24044
1251.550415,647.318420,1,25068
1184.761841,655.030518,1,25580
1181.597168,656.257202,1,26499
1181.597168,656.257202,1,27116
1182.282104,633.502075,1,28140
1182.282104,633.502075,1,28652
1182.282104,633.502075,1,29164
1209.772217,650.261780,1,30188
1209.772217,650.261780,1,30700
1199.454956,667.370178,1,31724
1199.454956,667.370178,1,32236
1191.364990,661.026672,1,32748
1191.364990,661.026672,1,33772
1191.364990,661.026672,1,34284
1238.112915,654.466614,1,35308
1238.112915,654.466614,1,35820
1239.153442,654.611816,0,36844
1240.141968,654.749756,0,37868
1241.081055,654.880798,0,38380
1241.973267,655.005249,0,39916
1242.820801,655.123474,0,40940
1243.625977,655.235840,0,41468
1258.924316,657.370178,1,41964
1253.629150,671.172180,1,42988
1253.629150,671.172180,1,44012
1253.629150,671.172180,0,45036
1253.348755,669.971252,0,45980
1253.082397,668.830383,0,46572
1252.829346,667.746582,0,47596
1252.588989,666.716919,0,48108
1253.637695,667.003418,0,48620
1254.634033,667.275574,0,49644
1255.580566,667.534119,0,50156
1256.479736,667.779724,0,51180
1257.333984,668.013062,0,51692
1256.734497,667.610535,0,52658
1256.164917,667.228149,0,53228
1255.668579,666.643982,0,54160
1255.727905,665.546875,0,54764
1255.784180,664.504639,0,55276
1255.837646,663.514526,0,56300
1256.380615,663.696777,0,56812
1256.896362,663.869873,0,57836
1257.386353,664.034363,0,58348
1257.851807,664.190613,0,58860
1258.294067,664.339050,0,59884
1257.339966,664.410278,0,60412
1256.433594,664.477905,0,61420
1255.572510,664.542175,0,61932
1254.754517,664.603210,0,62956
1254.977905,665.001160,0,63468
1254.820313,665.306091,0,63980
1254.670532,665.595764,0,65004
1254.528320,665.870972,0,66028
1254.393188,666.132385,0,67052
1254.148438,666.006836,0,68030
1253.915894,665.887573,0,68588
1253.695068,665.774292,0,69119
1253.485229,665.666687,0,70124
1252.805176,665.664185,0,70636
1252.159180,665.661804,0,71660
1251.545410,665.659546,0,72684
1251.368896,665.159912,0,73196
1251.201172,664.685303,0,73708
1251.041870,664.234436,0,74663
1250.890503,663.806091,0,75244
1250.746704,663.399170,0,76268
687.360596,699.926819,1,76780
673.848755,699.774780,0,77292
417.123810,696.886108,1,78316
417.123810,696.886108,1,78828
417.123810,696.886108,1,472
344.924896,719.862122,1,984
343.127808,717.665710,1,1941
343.127808,717.665710,1,2520
343.127808,717.665710,1,3032
343.127808,717.665710,1,4056
363.368011,694.769470,1,4568
363.368011,694.769470,1,5592
363.368011,694.769470,1,6104
370.295013,714.708374,1,6616
370.295013,714.708374,1,7640
370.295013,714.708374,1,8152
370.295013,714.708374,1,9176
370.295013,714.708374,1,9688
383.941711,712.028625,1,10712
383.941711,712.028625,0,11224
383.941711,712.028625,0,12248
383.941711,712.028625,0,13246
384.340210,711.717468,0,13272
384.718781,711.421875,0,14296
385.078430,711.141052,0,15260
386.054443,710.829895,0,15832
386.981659,710.534302,0,16344
385.592438,710.587891,0,17287
385.458893,710.633972,0,17880
385.332031,710.677734,0,18904
386.470245,709.978088,0,19416
387.551544,709.313416,0,19928
388.578796,708.681946,0,20952
389.554688,708.082092,0,21464
390.481781,707.512207,0,22488
391.262024,707.315369,0,23000
392.003265,707.128357,0,24024
392.707428,706.950684,0,24536
393.376404,706.781921,0,25075
393.087280,707.706299,0,26072
393.444122,708.764465,0,26584
393.783142,709.769714,0,27608
394.105194,710.724731,0,28504
393.845123,710.782898,0,29144
393.598053,710.838135,0,29656
393.363342,710.890625,0,30680
393.140350,710.940491,0,31192
392.928528,710.987854,0,31715
